Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
comfortable and affordable,small room,price and location,6.0,February 2023,"February 18, 2023",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816653
Bad,"The bed was the worse i have ever seen there.
It sank towards the middle. Hard to sleep like that
Toilet is not bolted to the floor. Just a matter of time before they have a nice mess.shower has no shelf to put your things on",Location,1.0,November 2022,"November 28, 2022",Queen Room,2,Solo traveler,6,0,1,0,0,0,0,0,0,1,0,0.001345602447081665
Not clean,"It wasn't very clean, I found hair in my tub and bed, there were crumbs on the desk and there was no duvet cover on my bed..I wasn't happy so I checked out early and went to a different hotel for the rest of the weekend",Location,3.0,August 2023,"August 12, 2023",King Room,1,Family,6,0,1,0,0,0,0,0,0,1,0,0.001345602447081665
Worse pillows and beds,"I had booked a room with a extra large king size bed and they said they had no more upon arrival. Instead, I got 2 dbl beds that seemed smaller than doubles and the matresses were all crooked and finished if that makes any sense. And I have never slept with worse pillows. No discount for their overbooking.",The location,1.0,March 2023,"March 7, 2023",King Room,1,Family,6,0,1,0,0,0,0,0,0,1,0,0.001345602447081665
poor,old dusty air conditioner noisy,good location,3.0,January 2023,"January 16, 2023",King Room,1,Couple,6,0,1,0,0,0,0,0,0,1,0,0.001345602447081665
Decent place for short stay,"Bathroom door didn't have a latch to close, only the door handle with latch removed.","Good ambience, location. Good for short stays, we were there for a night.",8.0,April 2023,"April 12, 2023",Double Room with Two Double Beds,1,Family,6,0,1,0,0,0,0,0,0,1,0,0.001345602447081665
Unpleasant,Dirty rooms and corridors,Location,3.0,December 2023,"December 18, 2023",Queen Room,2,Solo traveler,6,0,1,0,0,0,0,0,0,1,0,0.001345602447081665
Disappointing,very small room. bathroom & shower too small.  toilet paper holder broken off wall.,location,4.0,July 2022,"July 13, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816649
my room (227) was smelly and tried getting the jacuzzi to work  2x and it didn’t so that was a bit disappointing.,"My room smelled from the day I checked in. 
would be nice to leave air freshener in the unit for guest next time",location was probably one of the best pros of this place,4.0,May 2022,"May 16, 2022",King Romantic Suite with Jacuzzi,3,Solo traveler,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816649
enjoyed,should be more clean as house keeping needs to improve at Customer satisfaction level,location,7.0,November 2022,"November 9, 2022",King Room,12,Couple,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816649
find another hotel if you can,"the place is like a maze…it’s so hard to find your room number….before I lay down, I checked the mattress and it’s dirty….I was planning to book for 5 days but has to find another hotel….","Location, close to airport, reasonable price",1.0,December 2021,"February 17, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816649
it was good,would be cleaner,the location and that there is always someone at the front desk,8.0,January 2022,"January 3, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816649
Poor,Rooms were dirty and very dated.,It was conveniently located,3.3,November 2021,"November 8, 2021",King Room,1,Family,6,0,1,0,0,0,0,0,0,1,0,0.0013456024470816649
Bad,The stench in the room is just beyond this world it was like somethng died there how are they running this business? They should be audited for following regulations,,1.0,March 2023,"March 16, 2023",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Disappointed,Disappointed. Worn out furnitures. No hot water at room. Toilet seat was moving like crazy.,Breamfast,1.0,March 2023,"March 20, 2023",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Bad,my room had no heat. I had to sleep with my hoody and joggers on and I was still cold. The tv didn’t work. there was big cracks of drywall everywhere. half the outlets didn’t worked. I went 2 times to look for the desk person and no one was around both times. very disappointed in this stay as it was $200 room.,,1.0,March 2023,"March 15, 2023",King Romantic Suite with Jacuzzi,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Bad,apparently our booking didn’t show up on the computer so we were given a more expensive room. run down and a weird smell in the room when we entered. we definitely would’ve left if we weren’t so exhausted.,,1.0,February 2023,"February 19, 2023",King Room - Disability Access,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Rude staff,"I arrived at this hotel at night by myself with a lot of suitcases since I was traveling overseas, one of the male receptionist ( a tall and thin guy. it’s important to mention that it’s him, since his colleague was polite and welcoming but had his shift ended.) was super rude and condescending to me while I was asking about the deposit charge on my credit card he was answering giving me an attitude like I was a dumb girl. When I politely asked him if he could help me to load the trolley with my luggage since I was by myself he said this was not his job but did so. in the morning of my check out he refused to provide any kind of help saying was not his job. this was not the worst. the worst was that he was treating me with disrespect the whole time as if I was there for free ( I was not. I paid like any other customer). Besides that the room was super old and smelled like mold.",Nothing,1.0,February 2023,"March 1, 2023",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
"Very poor experience, even just for a night!","Very bad state of repair- from damaged furniture to burnt out bulbs, peeling wallpaper, stains, rust, unpleasant odours, wet carpet. Hotel does not take debit. Spend the extra $ and book elsewhere!",,3.0,February 2023,"February 27, 2023",Double Room with Two Double Beds,1,Group,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Disappointing,"Too noisy, music playing and blasting past 1:30am. No hot water for shower both mornings that I was there.",close to Humber College,4.0,March 2023,"March 20, 2023",Queen Room,2,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Great for the price,It's a bit rough around the edges. But rooms are good,Price,8.0,February 2023,"February 9, 2023",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
The worst of all time,Need change all. Clean all,Extremely dirty,2.0,February 2023,"February 19, 2023",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
bad experience,"some smell in room , washroom fan not working, bed sheet and blanket not clean",nothing,2.0,November 2022,"November 6, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Definitely not worth for its price,"The room was freezing , the heat didn’t work at all",it looked disgusting,1.0,September 2022,"October 22, 2022",King Room,2,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Bugs in the tub went into the drain,bugs in the washroom,,1.0,October 2022,"October 12, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Poor,very conjusted room.,,3.0,August 2021,"August 20, 2021",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Aweful,Nothing..room was filthy,Horrible,1.0,July 2022,"July 15, 2022",Queen Room,1,Group,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Do not stay here. Very poor experience.,"Wet Capet on the floor, poor temperature control and room smelled like cigarettes.",Nothing,1.0,January 2023,"February 1, 2023",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Horrible experience. Do not recommend,"Bed sheets were dirty.
Bad odour to room when walking in. 
Sink was broken, needs up keeping.
There was a party until about 3am could hear the music through the walls 
Reception upset due to checking out early, told me I couldn’t check out until the next day.",,1.0,September 2022,"September 13, 2022",King Room,2,Family,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Very poor.,They turned the water off so after being only 5 hours in the room I was not able to have a shower.,,2.0,September 2022,"October 1, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Poor,Room did not have a good look. Bathroom was not clean. The aircondition was very noisy. There was light right outside the room. Did not look like pictures.,Close to airport.,3.0,October 2022,"October 24, 2022",Queen Room,3,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Great for the price,It's a bit rough around the edges. But rooms are good,Price,8.0,February 2023,"February 9, 2023",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Would not go back,"Ground floor opened to a conference room but was obscured by scaffolding making no exit,",Close to the airport,2.0,March 2023,"April 18, 2023",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
I checked out after 3hrs of being there .. Was still charged for the dirty room ..,The hotel stunk like curry . The room was disgusting . The AC. vent had 4 “ of dust bunnies on it . The carpet in the room was stain and had something on it . Only notice once I had step on it bare foot and my foot was sticky ..,Absolutely nothing about that hotel I liked.,1.0,September 2022,"September 21, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Great location but not worth the price,"The room had strands of hair all over the bed, I was also double charged for my booking, and I haven't been able to get through to the front desk.",,3.0,February 2024,"February 14, 2024",Queen Room,1,Family,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Regretful,"Terrible! Lack of maintenance, old, smell, dust, cobwebs, size, terrible policies.",Nothing,1.0,February 2024,"February 13, 2024",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Bad,The stench in the room is just beyond this world it was like somethng died there how are they running this business? They should be audited for following regulations,,1.0,March 2023,"March 16, 2023",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Okay,"There were spinder ,ants and mosquitoes in the room",Nothing i liked about this,3.0,June 2023,"June 13, 2023",King Romantic Suite with Jacuzzi,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Not impressed. Will not return.,"Room was not the same as depicted in pictures. Not clean. Carpets had visible dirt, garbage left  in garbage can, husband got a nail stuck in foot, 3 tvs in room and only one worked, was supposed to be king size bed and it was a double.",,1.0,April 2023,"April 2, 2023",King Romantic Suite with Jacuzzi,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.00134368946866024
Bad,The room was next to the maid stationary so I hear them cussing and yelling in the mornings.,Nothing,1.0,April 2022,"April 26, 2022",Queen Room,2,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Not good!!!,water on floor of bathroom. I am not handicapped and this room was for a handicapped person,wedding was on site,1.0,May 2022,"May 30, 2022",King Room - Disability Access,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Very Poor,The bathroom flush dont work.,Nothing,2.0,April 2022,"May 6, 2022",King Room,1,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
For one night it was ok,I didn t like the cleaning part and the furniture. I thought it s was expensive comparing with the quality,I liked how they managed the difficulties,3.0,May 2022,"May 23, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad,there were bed bugs in room,,1.0,September 2021,"September 23, 2021",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Aweful,Nothing..room was filthy,Horrible,1.0,July 2022,"July 15, 2022",Queen Room,1,Group,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Never Again!,"Filthy, dated, amenities such as soap crumbled like it was ancient. Visible stains on sheets. 1/2 sized pillows",Close to car rental so I could escape,2.0,May 2022,"May 26, 2022",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad,the room smelled like cigarettes and didn’t have an exterior window,,1.0,May 2022,"May 28, 2022",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Wouldn’t recommend,The room smelled so bad. The guy at the front desk had to spray our room. Then one of our beds was so horrible.  It felt like the springs were broken; couldn’t sleep on it. The sheets had stains as well.,,1.0,May 2022,"May 30, 2022",Double Room with Two Double Beds,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
rooms needed a lot of work,all the damages in the room,the entrance,3.0,June 2022,"June 29, 2022",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Awesome,The man that i saw came over in the corner before our room. I super scared because when i walk going to our room he follow me good thing my son open the door quickly.,The bfast is good its just that the waffle container pour a little bit longer. But overall the bfast is all good.,8.0,September 2023,"September 9, 2023",Double Room with Two Double Beds,2,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad,There was a smell in the room. It feels sick to me. I check out from the room in litterly 30 minutes and went to other hotel. It was very bad experience for myself.,,1.0,June 2022,"June 22, 2022",King Room,1,Group,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Very Good,little bit cold in room 130 (but in realy cold day),fantastic’n’kind woman in reception!,8.0,February 2023,"February 27, 2023",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Will come back again hopefully I will get a nice room,I like the hotel and I have been using it for years but the room I was inn is not good enough.,It was good,6.0,August 2022,"August 7, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Good,"the toilet wasn’t properly cleaned. 
and the carpet in the room was also dirty.
the room that I selected was not given to me.
on top of that, 150$ for security was too much!",,7.0,November 2021,"November 3, 2021",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Never Again!!,Bad area No cable tv King size bed was very uncomfortable!!,jacuzzi was Nice,2.0,January 2022,"January 2, 2022",King Romantic Suite with Jacuzzi,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Very Poor,they didn’t clean our rooms during the day and the big picture windows in our room look out into the ding hall where families are eating. very odd.,,2.0,June 2022,"June 24, 2022",King Room,3,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
The room didn’t meet my expectations.,The room felt dirty.,,4.0,April 2022,"April 23, 2022",King Romantic Suite with Jacuzzi,2,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Was average asked for extra pillows because they were very poor quality not available as per staff,No extra pillows bedding not comfortable,Waffles were amazing,4.0,April 2022,"April 15, 2022",Double Room with Two Double Beds,1,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
it’s an older place and could use some upgrades. nothing good cleaning practices couldn’t fix.,"our first room stunk like smoke. the front desk showed us 3 more rooms and we picked the best one, which was nice of them. We filled the jacuzzi and brown stuff came out into the water. very gross. see attached picture.",close to woodbine casino,7.0,February 2023,"February 19, 2023",King Romantic Suite with Jacuzzi,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Convenient for what we needed.,The room did have a certain smell to it when we first got there. The bathroom door didn’t shut due to the latch being broken (completely gone) and the cord to plug in a lamp had been broken and “fixed” but was not safe for use.,"We were flying to Jamaica and needed somewhere to stay the night before. This was very close to the Toronto airport, cheap prices, easy to book online and fast check in.",7.0,March 2023,"March 10, 2023",Double Room with Two Double Beds,1,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad,when I got to my room the door was open. when I looked in the room there was a crack pipe and roach on the floor behind the door.,,1.0,December 2021,"December 6, 2021",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Really bad experience,"The was real tied and dirty, the small was really bad I ask for change room not available, and I booked for 4 days , I stay only 2 nights , When I check out the told me I need to pay for all 4 days thats not acceptable, I ask to talk with the manager, isn’t available, it’s really bad experience, 2star motel in the middle of highway charge me 470$ Canadian dollars they ripped me off , I want pay just the 2 nights I stay, what I do?",Nothing only bad experience,1.0,March 2022,"March 10, 2022",Queen Room,4,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,"The shower did not work, period.
No offer of compensation for the inconvenience. 

Disappointed !",,5.0,September 2021,"September 2, 2021",Double Room with Two Double Beds,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Good,better pillows in rooms,,7.0,January 2023,"January 31, 2023",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Pleasant,The heater was not working in such cold weather without repair or even offering another room with working heater even though I have paid for it . Also if I ask for utensils and I will return it clean as it is also they refused,,6.0,January 2023,"January 29, 2023",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Okay,Our window was leading to a large ballroom which was weird to have no natural light. Didn’t have easy access AC either we had to stand on the bed and manually adjust it.,Close to highways,6.0,October 2021,"October 14, 2021",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
no good and not worth,"not cleaned, weed smell all over, disturbing environment, tiny room, Air conditioner is leaking thts so embarrassing",,6.0,July 2022,"July 5, 2022",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Poor,very conjusted room.,,3.0,August 2021,"August 20, 2021",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
a cheap stay near the airport,very dated hotel with uncomfortable beds,cheap stay for one night,5.0,April 2023,"April 13, 2023",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,no openable window or to see the outside. felt very trapped. the room’s window just shows a dining area,,5.0,May 2022,"June 2, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Terrible Noise,"It seems that a party or something was being held in the Banquet Room until about 12:30 in the middle of the night, the sound of deep bass was transmitted and music was leaked to my room.

Also,  the sound of clinking dishes was very much noisy until 1:00 am.

I couldn't sleep well though I was planning to leave early the next morning.",Nothing special,2.0,September 2021,"September 23, 2021",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
the worst,"everything, it’s not clean, i worst hotel I have ever been",literally nothing,1.0,February 2022,"February 15, 2022",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,old amenities and it wasn’t clean,close to the airport,5.0,November 2022,"November 30, 2022",King Room - Disability Access,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Very poor service and the staff was very neglectful,The room I stayed in was very cold...despite someone coming to fix the heater,Nothing,1.0,January 2022,"January 3, 2022",King Room,1,Group,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Not terrible but probably won’t stay again.,The cleanliness of the room was pretty bad,The style is pretty cool,5.0,September 2023,"September 13, 2023",King Romantic Suite with Jacuzzi,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Wonderful,The digital temperature on the air conditioner was very bright and lit up the room. I don’t know what you can do about it though.,,9.0,January 2022,"January 18, 2022",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,"There were no cutleries in the room and when I called reception to request for cutlery, I was told to come down to the reception to get the cutlery.",,5.0,September 2022,"September 27, 2022",Queen Room,1,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Ok for a Quick stop,"Room was too congested. Guy at reception doesn't know his business. He don't know the word politeness nor does he know how to do his job. I already paid via online and he made me pay again, later when I contacted booking.com and asked him to provide the invoice, then he know where to look for payment. Still from his attitude it looked like I was the one who did everything wrong and he owns the entire country. The lady who we met during checkout was nice, she found out all these issues and apologized for the confusion caused.",Nothing much..it was ok for a quick stop.,7.0,May 2023,"May 31, 2023",Queen Room,2,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,"The room wichbl they gave me i feel under stairs and in store 
Because when i open the window i saw many chairs close the window",,5.0,June 2024,"July 10, 2024",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
I would not stay there again,it wasn’t clean,it’s close to the Airport,5.0,January 2022,"March 24, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad night sleep,I think there was a party going on in the room next door to me and lots of noice coming from the room all night i nether slept a wink,,1.0,August 2023,"August 11, 2023",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
It was OK...,The chair ... not good  to work in my room,,6.0,March 2023,"March 14, 2023",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,The room we were given has some weird smell as we enter so we asked for another room. You can hear people on the hallway. The TV wasn’t working at all,,5.0,May 2022,"May 8, 2022",Double Room with Two Double Beds,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Disappointing,"I got one bed instead of 2 the first night. The night clerk was not cooperative at all. Very frustrating.

Issue got solved the next day. No compensation offered.",,5.0,July 2022,"August 25, 2022",Double Room with Two Double Beds,3,Family,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad,mold in the shower all on the walls in the washroom the toilet was dirty and wasn’t in place it was tilting when sat on the bed caved into the middle AC didn’t work and TV was really blurry,the area,1.0,May 2023,"May 9, 2023",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
dump and don’t care about guest,"room was tinny can’t get the place to email or call us back after husband forgot his phone in room front desk doesn’t answer they
don’t answer emails",close to airport,2.0,June 2023,"June 14, 2023",Queen Room,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Fair,Room smelt bad.,,5.0,June 2022,"June 6, 2022",Queen Room,1,Solo traveler,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
"Horrible, I should have stayed awake in my car to pass the nigjt","Sheets were dirty, bathroom unclean, hair on bedsheets and floor, spots and dusts all over. hair dryer in the washroom had makeup all splashed in it. I didn’t get a wink of sleep as I was itching all over",Nothing. Changed hotels after a night,1.0,October 2021,"October 27, 2021",Double Room with Two Double Beds,1,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Bad,"This hotel was extremely unclean and did not reflect any of the uploaded pictures. Our room had a musty smell along with smoke. There was urine on the toilet seat, hair and dirt on the pillow cases. It was absolutely disgusting.",,1.0,September 2021,"September 6, 2021",King Room,1,Group,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
.,My door key kept resetting itself so had to go to reception every day to be able to get in the room.,.,6.0,July 2022,"July 5, 2022",Queen Room,8,Couple,6,0,1,0,0,0,0,0,0,0,0,0.0013436894686602399
Great value,Staff especially at breakfast very unhappy in their work and unpleasant,"Free parking, free breakfast , comfortable bed",9.0,September 2021,"September 22, 2021",King Room - Disability Access,4,Couple,6,1,0,1,0,0,1,1,1,0,0,0.0013409351209704256
Very Good,"The person in charge for breakfast was not polite at all. She did not keep the menu full till 10 am. When reminded of the gone food at 9:20 she had very respectles  words and behavior. 
The checkout receptionist was not friendly attending.","We liked the chandeliers, the elevator outlook, nice roomy breakfast area.",8.0,September 2022,"September 22, 2022",Queen Room,1,Family,6,1,0,1,0,0,1,1,1,0,0,0.0013409351209704256
Absolutely horrible,I didnt have breakfast as I had to be at the airport for 5.30..but my Room was next to a party room the light was showing through the window curtain all night couldn't get to sleep as will light was showing under the door. I would have preferred a room where I could open my curtain and look outside not stare at someone seated at a table in the room next to me  There was someone knocking at my door during the night and I would nor recommend anyone stay there. I guess we got treated like garbage and got put in the room we got becsuse we didnt pay full price ..it was most certainly not worth the money I paid for it ...wi never stay there again,Not much ....,1.0,July 2022,"July 5, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323527
Worst place ever,"No security on site so they had no ability to shut down. A very noisy party in the next door room, couldn't sleep all night
Wouldn't do anything about guests smoking in the unit next door wreaked the whole place out

Beds had springs sticking out of the mattresses extremely uncomfortable

Broken air conditioners didn't work

Very primitive breakfast. No maple syrup for the waffles. No fruit salad

Large buckets in the dining room to collect water from the leaking roof

Most of the light bulbs were blown


Junior Girl at reception charged us double for our unit and took a long time to get the money back

Only stay here if you enjoy nightmares",Nothing,1.0,September 2022,"October 12, 2022",King Room,2,Family,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323527
"Hire new staff, specially at the reception","First thing the receptionist was rude and looked like he was doing me a favor by doing the check in, second room was dirty toilet disgusting, breakfast was awful everything cold I would not recommend for no one who comes to Toronto to book this hotel this was my worst experience ever",Nothing everything was awful,2.0,October 2022,"October 8, 2022",Double Room with Two Double Beds,1,Couple,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323527
Good,"breakfast was just toast and coffee and our room faced a banquet hall which was a little weird, thankfully it was empty",,7.0,January 2022,"January 3, 2022",King Room,2,Couple,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323527
Poor,"The room's furniture was damaged and not clean.  The mini-fridge in the room was incredibly noisy.  There were only 4 extremely small square pillows provided on the bed.  The breakfast was very disappointing - no fresh fruit, cereal, or yogurt.  Because the hotel is also an event venue, a loud dj could be heard until the early hours of the morning.",,3.0,September 2022,"September 20, 2022",Queen Room,3,Couple,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323527
Fair,"paint chipping off the wall in the bedroom 
breakfast isn't substancial enough",,5.0,March 2022,"April 5, 2022",Queen Room,3,Solo traveler,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323527
Poor,It is not clean. Many customers without mask (in covid time) and no one to tell them to starting to use. Horrible breakfast.,Close to the airport,3.0,January 2022,"January 18, 2022",Double Room with Two Double Beds,1,Family,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323524
not worth it!,"breakfast was terrible, rooms were not really clean.",not really much…,4.0,April 2022,"April 25, 2022",King Room,1,Solo traveler,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323524
Disappointing,"Our room wasn't vacuumed, breakfast was not breakfast.",Leaving.,4.0,September 2021,"September 5, 2021",Queen Room,2,Couple,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323524
Bad,extremely dirty. the bathroom was filthy and the sheets were full of hair and stains. Had to pay a 150$ security deposit that was only mentioned upon our arrival. breakfast not even worth mentioning. glad we only had to stay for one night.,,1.0,December 2021,"December 11, 2021",King Room,1,Couple,6,0,1,0,0,0,0,0,1,0,0,0.0013390544038323524
Not great,"The room wasn't too clean. It was very tired, as was the whole place.
Everywhere had a funny smell and did not have a nice feel to it. The room had one window that opened up onto the dining room.
TV was poor quality
Bathroom although not as dirty as the room was again tired and there was badly repaired corrosion in the bath so I didn't feel I could take a shower.
Breakfast had no fresh fruit and the cooked was of poor quality.

The whole place and the room had the feel of hotel that needs an update and a good clean.",Parking and location were good,3.0,January 2023,"January 15, 2023",King Room,1,Solo traveler,6,0,1,1,0,0,0,0,1,1,0,0.001334744302879554
Great for a night before a flight!,No restaurant services. Staff pleasant but slow to book us in.,I didn’t see it all because of renovations and Covid. It was clean and rooms well appointed. Looks like a convention center pre-Covid. Reasonably nice for a one night stay before fly.,7.0,September 2021,"September 12, 2021",King Room,1,Couple,6,1,0,0,0,0,1,0,1,1,0,0.0013295833660083532
"it might be much better, just need some smiles on the faces of staff","staff is arrogant and tricky, breakfast is very poor,","location is good, rooms are ok,",3.0,August 2022,"August 27, 2022",King Room,1,Solo traveler,6,1,0,0,0,0,1,0,1,1,0,0.0013295833660083532
Fair,"Breakfast started at 7 am and had to leave the premises at 6.30 am.  
Staff weren’t accomodating for even a coffee or piece of toast","Conveniently located to the airport 
Hot shower",5.0,January 2024,"January 27, 2024",King Room - Disability Access,1,Solo traveler,6,1,0,0,0,0,1,0,1,1,0,0.0013295833660083532
"it might be much better, just need some smiles on the faces of staff","staff is arrogant and tricky, breakfast is very poor,","location is good, rooms are ok,",3.0,August 2022,"August 27, 2022",King Room,1,Solo traveler,6,1,0,0,0,0,1,0,1,1,0,0.0013295833660083532
