Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Pleasant,i was un aware of the room i had booked. my bad,the whole camping and just bring able to enjoy from a cabin room,6.0,December 2021,"December 5, 2021",Basic Triple Room with Shared Bathroom,2,Couple,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Pleasant,"The room was nice, but I didn't expect to pay for using the pools if I already paid for the rooms .. it  doesn't make sense...it's says resort, you pay for staying in the resort but it's not included the pools ... Doesn't make sense at all. You get hypnotized by the  pictures. What you get is 40% off from the entry for the pools. The pools are not even great and one of the pools were closed. This is a joke ! After I booked and paid, they told me about the fee and 2 months later ...oh one of the pools are closed.","The room was nice, but I didn't expect to pay for using the pools if I already paid for the rooms .. it  doesn't make sense...it's says resort, you pay for staying in the resort but it's not included the pools ... Doesn't make sense at all. You get hypnotized by the  pictures. What you get is 40% off from the entry for the pools. The pools are not even great and one of the pools were closed. This is a joke ! After I booked and paid, they told me about the fee and 2 months later ...oh one of the pools are closed.",6.0,January 2024,"February 8, 2024",Executive Studio,2,Group,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
"Average stay, enjoyed the hot pools.",All round cleanliness. Beds (room configuration) should be as advertised on your website.,"The chalet was not overly clean. Microwave and knives were dirty. Windowsills were not clean. I booked a chalet so we would have 2 rooms with one king in one and 2 singles in the other as per the website. Instead of 2 singles there was one single and bunks in a very small room . Not what an adult wants. Single bed was also uncomfortable. Hot pools were nice, but again cleanliness is an issue with bins for clothes very grotty.",4.0,June 2022,"June 5, 2022",Chalet,1,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
"it was a great place to stay. clean, quiet not too far from town. would def stay there again.","our room needed a smart TV so we could access Netflix etc. 
would also be nice if swimming was free for people staying @ the park.",room was nice & clean. having under floor heating was awesome.,8.0,April 2024,"April 8, 2024",Deluxe Lodge,3,Group,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Disappointed.  We usually stay with Debretts but we did not enjoy our stay this time.,It was not clean and ants were a major problem,"Room was not clean, crumbs were all over the floor when we arrived.  Ants were every where, mainly the bathroom and bunk room",2.0,May 2022,"May 23, 2022",Family Room,2,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Bad,Clean the room,"Room smelt bad, wasnt clean",1.0,August 2022,"August 27, 2022",Large Standard Cabin with Shared Bathroom,1,Couple,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
A good time during School Holidays,"The room selected showed a couch but all we got were two tub chairs.
On the morning we left, a rubbish truck collected some cardboard, and it was very loud and close to the rooms.
The descent down the drive towards the Pools ticket office was quite steep. A better grab rail and/or a mechanized way to safely get down might help","The room looked back onto a grass lawn where we could kick a ball around. Quiet, even though it was close to the road and had little noise from the bouncy trampoline. Happy when a request for a rollaway bed was delivered very quickly",7.0,April 2023,"April 23, 2023",Studio,2,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Overall it was good.,"the first day they didn't make our beds. The next day we had to actually leave everything on the floor, including pillows for them to realise we needed them to make our beds which they did but sheets weren't changed.",Room was great. We had everything we needed.,6.0,March 2022,"March 24, 2022",Executive Studio,3,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Nice place but definitely time for some renovationa around the pools that I beleive will be happening soon.,Bathroom windows not frosted.,Decent size,9.0,July 2024,"July 22, 2024",One-Bedroom Apartment,1,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
We really enjoyed our stay,BBQ's really need to be cleaned,"Thermal pools were great.
Shared bathrooms were clean and worked well.",9.0,April 2023,"April 24, 2023",Quadruple Room with Shared Bathroom,2,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
"Pleasant, clean nice facility",Would be nice to have some tissues in room and stepping from room to deck in room 28 really high so a sign would be good as I nearly went out over the railing 😂,Clean and tidy,10.0,December 2022,"December 20, 2022",Basic Double Room with Shared Bathroom,1,Solo traveler,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
"Ok stay at DeBretts, was a little overpriced for the facilities","the water park was under renovation and one of the slides was closed so that was a bit disappointing, chalet we stayed was hadn’t been cleaned very thoroughly.","air con, comfy beds, bouncy pillow and was close to town",6.0,January 2024,"January 25, 2024",Chalet,3,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Your front line staff are awesome. Professionalism to a tee,The handrail was loose from car park to room. The grass area at the back could do with a tidy up and the fence. Keeping in mind safety for every age group,"I have to say that, even though it has been years since I have been back to DeBretts, my partner and I were pleasantly surprised that there were cabins for stay overs. Loved the overall set up in the cabin. It literally has the essentials with the added stove top elements for those who want to be able to cook. Nice and clean and that huge bed, what more could a person want.",9.0,August 2023,"August 20, 2023",Studio,1,Couple,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710751
Very friendly and helpful staff,Bunk beds weren’t so comfy,"Play area for the kids, great air conditioning & access to thermal pool.,",8.0,January 2024,"January 13, 2024",Standard Bungalow,1,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710749
"Clean, bright and cheerful. Good value.","Beds seemed very soft! Other than that, everything met or exceeded my expectations.","Clean, tidy and well equipped! Great priced option as we’re just stopping on the way up the country. Would definitely come again",9.0,March 2024,"March 15, 2024",Basic Triple Room with Shared Bathroom,1,Family,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710749
Could see lake Taupo from our room and could see mount Ruapehu. Taupo is beautiful and this location was a great spot,Room smelt a bit stuffy,Could see lake Taupo from our room and could see mount Ruapehu.,9.0,November 2023,"November 2, 2023",Superior Double Room,2,Group,8.3,1,1,0,0,0,0,0,0,0,0,0.0005554009680710749
Excellent service and facilities,I wish I could drive to the pool but I understand why,the staff are friendly the facilities are clean,10.0,March 2023,"March 26, 2023",Executive Studio,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
awesome!,,"reception girls are so welcoming and helpful 
explained everything in detail. 
the facilities are very clean and easy to use",10.0,February 2023,"March 11, 2023",Executive Studio,1,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
"Fantastic, kids loved it, will be back!","Price is pretty steep for what it is, for the price you would expect pool entry to be included and not an additional cost.","Friendly staff, clean, massage at the spa was great!",9.0,May 2022,"May 8, 2022",Superior Double Room,3,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Very Good,,"We were in a motel room,  spaces and clean,bed comfortably friendly staff",8.0,March 2022,"March 26, 2022",Studio,2,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Fantastic for Families,The only thing was be nice if there was a bigger rubbish bin other than that everything else was great.,"The chalet was spacious (great size for the 8 of us that stayed), the facilities were fantastic, and there was plenty of parking space outside the chalet. The staff were super friendly and helpful, and getting discounted prices on the pools entry fee was a bonus. Thoroughly enjoyed our stay and would absolutely stay again. Highly recommend.",10.0,March 2024,"March 24, 2024",Deluxe Three-Bedroom Chalet,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,,"Our room was large and clean.  It was so helpful having a clothes airer in the room to hang out our wet clothes from visiting the gorgeous on site hot springs and a dip in the lake.  Air conditioning was a must and godsend!  Easily accessable to the town and you have to visit Huka falls.  The shared bathroom facilities are excellent.  There's a passcode at the door to ensure privacy and security and very frequent and delightful cleaners.  Although I didn't use it, there are laundry facilities on site and a great communal kitchen and living space.",10.0,February 2024,"March 5, 2024",Large Standard Cabin with Shared Bathroom,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,,We were in room 9 we really enjoyed our own private space we felt at home with our accommodation thanks spa debretts and staff,10.0,April 2022,"April 4, 2022",One-Bedroom Apartment,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
"Enjoyabe, felt warm safe & comortable; fist stay there for 15 years",,arrival& getting key from helpful staff; nice clean modern cabin & facilities close by,8.0,June 2022,"July 1, 2022",Basic Double Room with Shared Bathroom,1,Solo traveler,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Amazing stay!! SO clean.,We stayed in a cabin and unfortunately you could hear just about everything the people next to us were saying. It was quite off-putting.,LOVED the cleanliness. I was so so surprised at how clean the bathrooms and kitchen were. Everything was immaculate. Great facilities. Staff were lovely and friendly!,9.0,September 2021,"September 12, 2021",Basic Triple Room with Shared Bathroom,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Very Good,,"Spacious room, friendly staff at the reception",8.0,December 2022,"December 15, 2022",Two-Bedroom Apartment,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Wonderful,Nothing,The pools  the kitchen and bathroom facilities  helpful staff,9.0,November 2022,"November 18, 2022",Quadruple Room with Shared Bathroom,1,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
the family and I had a great time and we will be back,nothing,"pools were amazing, facilities and accommodation very clean.  staff were ever so helpful and pleasant.",10.0,January 2023,"January 8, 2023",Executive Studio,5,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
basic,didnt like cabin essentially joined to another and no running water or sink.,staff pleasant close to springs etc bathroom facilities very good,6.0,May 2024,"May 23, 2024",Basic Double Room with Shared Bathroom,1,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
My son and I enjoyed everything about this place.. will def be back,,Love the park for the children and The air bounce mat 2.. clean facilities are great.  Rooms are cozy and staff was friendly. Very impressed with our stay,8.0,December 2023,"January 31, 2024",Basic Double Room with Shared Bathroom,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,,Very clean and all friendly staff and facilities.,10.0,January 2024,"January 15, 2024",Standard Bungalow,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Very Good,,"Our room was fantastic, and just as we expected.  We were disappointed not to be able to use the Spa services, as they were closed for half our time there, and booked for the other half.  Enjoyed the Private thermal pool.",8.0,July 2024,"July 20, 2024",Executive Studio,4,Group,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,Nothing.,"Clean, modern rooms, super comfy beds with good facilities and pleasant staff. Easy access, discounted entry to the hot pools. Good BBQ and kitchen area with ample room for individuals or family/friends groups - great space to share with other travelers and guests.",10.0,January 2023,"January 29, 2023",Two-Bedroom Apartment,2,Group,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Excellent,,"The room was super clean and was heated and ready for us before we got there, excellent room and staff. The facilities were super clean as well.",10.0,May 2024,"August 13, 2024",Standard Bungalow,1,Group,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Very relaxing stay.,,"Friendly, efficient staff.  Well maintained rooms.  Good facilities. Hot pools are a must to try!",9.0,July 2022,"August 3, 2022",Standard Bungalow,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Enjoyable,,Excellent facilities and friendly front desk people. Beds are so comfy. Thank you for making our holiday a great lasting memories,9.0,October 2021,"October 24, 2021",Executive Studio,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Very Good,The walk from our accommodation to the pool,Cleanliness and friendly staff. Facilities were great for the kids.,8.0,March 2024,"March 10, 2024",Standard Bungalow,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Wonderful,I couldn't fault our stay.,The room was light and modern.  Staff were very helpful.  We were given a discount voucher for the spa pools.,9.0,February 2023,"February 12, 2023",Studio,1,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Very Good,Hydroslides hurt my two girls' backs so only had a few turns.,Accommodation and facilities and staff and hot pools. Warm room on arrival 🙂,8.0,June 2024,"June 28, 2024",Large Standard Cabin with Shared Bathroom,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Great value!,,"Staff were super friendly, efficient and clear. The room and facilities were very clean and also warm which was great as going outside was freezing. All the other guests and kids were quiet by a reasonable time. The access and discounts for the hot pools was an added bonus. Great value for the price we paid, I would definitely reccomend.",10.0,July 2022,"July 5, 2022",Basic Double Room with Shared Bathroom,1,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,Nothing,Such friendly and accomodating staff at check-in and around the grounds! All facilities were super clean and well serviced. The best part was the discount for pool entry we received while staying  - also the fact that pool pass was all-day so we could go back and forth from accommodation to hot-pools!,10.0,September 2023,"September 14, 2023",Two-Bedroom Apartment,2,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Great stay thank you,Nothing,"Good facilities, clean and tidy, helpful and friendly staff",8.0,April 2024,"May 1, 2024",Large Standard Cabin with Shared Bathroom,5,Group,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Family holiday,Everything,Love Debretts. Love the rooms. Family friendly. Love the facilities. Highly rate.,10.0,March 2022,"March 31, 2022",Superior Double Room,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Super Spa Spot,"It's a little out if town, but an easy drive.","Clean, comfortable room and lovely spa facilities. Friendly helpful staff. Fantastic hot shower,  plenty storage. Small but perfectly formed kitchenette with full sized fridge.",9.0,February 2023,"February 6, 2023",Studio,2,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,That we coulnt stay longer 😊,"Always friendly, comfortable & clean. The grandies love the play areas & pools and the shared facilities are clean & tidy",10.0,December 2021,"January 21, 2022",Standard Bungalow,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
"Fabulous hot pools, massage spa and great motel unit",,"The hot pools and massage spa are Fabulous! the motel unit was clean, comfortable and recently decorated. Friendly and welcoming staff.",10.0,August 2022,"September 20, 2022",Studio,3,Solo traveler,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Exceptional,,"all the facilities on site, friendly staff and very clean place right down to the unisex bathroom.",10.0,October 2023,"October 28, 2023",Large Standard Cabin with Shared Bathroom,3,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Comfortable and peaceful. Just what we needed after being on the road for long hours.,We had to leave lol,The staff were very accommodating and friendly. I love that there was something for my family. The facilities were perfect for us. It was very clean and fresh. It was easy to find what we needed.,10.0,September 2023,"October 3, 2023",Large Standard Cabin with Shared Bathroom,1,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Good,Main reason we booked was for the slides so was heart breaking to hear the dragon slide was out of commission. The other tube slides are both working and you can access them for the same price as if all 3 were.,"Friendly staff, clean facilities, private pool (make sure to ask the counter for the key to it), and 5 minutes from the town centre by car.",7.0,March 2023,"March 19, 2023",Studio,1,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
"Clean, smart and great staff",Cafe open in the evening,Great clean facilities and friendly staff,9.0,January 2022,"January 12, 2022",Basic Double Room with Shared Bathroom,1,Solo traveler,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Perfect for families,,Perfect for our little family with the water park being minutes away from our room. The one bedroom self contained unit was spacious and the appliances like the dishwasher was appreciated. Friendly staff and clean facilities.,9.0,December 2021,"January 2, 2022",One-Bedroom Apartment,4,Family,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
Wonderful,,Great customer service and facilities were clean and up to date,9.0,April 2024,"April 27, 2024",Basic Double Room with Shared Bathroom,2,Couple,8.3,1,0,1,0,1,0,0,0,0,0,0.0005548898155109823
"Nice, new cabins","The amusement park didn't amuse my children. The 2 slides resulted in complaints from them that it was ""slimy"" and the connecting slide joints hurt their backs. After less than an hour, they were ready to leave.","The cabin we stayed in was great. Very clean and had everything we needed. Also enjoyed the terrace with beautiful view of the lake. Staff was very kind, bistro on site was convenient and Hilton hotel next door gave another walkable restaurant option. The private pool was the highlight of spa.",7.0,December 2023,"December 25, 2023",Executive Studio,1,Group,8.3,1,0,1,0,1,0,1,0,1,0,0.0005548553204964909
Amazing family getaway!,,"There was so much for our family to do. Had we been better prepared with food, we wouldn’t have left the grounds. Swimming was great and laundry facilities were very convenient, open 24 hours. The rooms were spacious and clean. The staff were fantastic, always on hand to accomodate with all our request.",10.0,January 2022,"January 25, 2022",One-Bedroom Apartment,1,Family,8.3,1,0,1,0,1,0,1,0,1,0,0.0005548553204964909
Great space in a large resort with spa,The spa was being upgraded but we did know this when we booked. It will be awesome once it has been fixed. We loved our experience nonetheless.,Spacious with comfortable beds. Added extra of discount on the spa and private thermal pools. Clean and good location on the edge of town. We loved the private thermal pools. Can’t do that at home.,8.0,January 2024,"January 22, 2024",Executive Studio,1,Family,8.3,1,0,1,1,0,0,0,0,1,0,0.0005545066217405256
"Clean, tidy, spacious","The self contained kitchen had very limited kitchenware, but that seems to be common for all these places.","The lakeside villa was remarkably spacious. Clean, tidy, nice lake views. So lovely to spend the evening at the thermal pools, wearing the kids out, then just wander up the hill to the rooms.",9.0,April 2024,"April 30, 2024",Villa,1,Group,8.3,1,0,1,1,0,0,0,0,1,0,0.0005545066217405256
Very Good,"Need to pay extra to use spa, warm pools and private pools","Good location with adequate facilities
 Clean and comfortable",8.0,March 2023,"March 9, 2023",One-Bedroom Apartment,1,Couple,8.3,1,0,1,1,0,0,0,0,1,0,0.0005545066217405256
Aside from the small comment made about the cleaning staff our stay was fantastic. Will definitely be back.,The cleaning staff used some not so good language in front of my kids.,I loved how clean it was. And family friendly.,10.0,August 2023,"August 26, 2023",Standard Bungalow,2,Family,8.3,1,1,0,0,1,1,0,0,0,0,0.0005534658771187508
Great,"Our first room did have a ant issue but we do understand      the staff had no idea,  everything else was great!","We had a great time, our room we booked did have a problem but the staff upgraded us and we are so thankful the upgrade room was amazing can differently 
Recommend, our first room the problem was out of there control and was also just as good and basic.",10.0,August 2022,"August 22, 2022",Large Standard Cabin with Shared Bathroom,1,Couple,8.3,1,1,0,0,1,1,0,0,0,0,0.0005534658771187508
Good choice for good experience,Nothing,"Super recommend for the location, facility and well-organized room, kitchen and shower room.",10.0,February 2024,"February 20, 2024",Basic Double Room with Shared Bathroom,2,Couple,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Positively memorable,Happy with it all,"Exceeded my expectations! Room was perfect location, spacious and clean.",10.0,September 2023,"September 26, 2023",Executive Studio,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
family trip,Needed to ask electric blanket its wan't installed it but it was not big problem.,Villa room was nice view and calm. large parking space.,9.0,April 2022,"April 25, 2022",Villa,2,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Only spent one night here on our way through but would stay again,,Good value for money. Comfortable bed. Clean facilities. Good location.,8.0,January 2024,"January 3, 2024",Large Standard Cabin with Shared Bathroom,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
We will be back🤙,Nothing all was fantastic,Clean spacious & convenient,10.0,January 2024,"February 20, 2024",Villa,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Very good,,Good location. Comfortable room. Nice to have access to the spa pools.,7.0,March 2024,"March 11, 2024",Executive Studio,3,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Definitely recommend. Great to have access to the water park and the playground.,,Wonderful spacious room for our family of 2 adults and 1 child. Great location & wonderful and very easy check in,10.0,February 2022,"February 11, 2022",One-Bedroom Apartment,2,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Clean comfortable cabin with a view and access to a hot spa.,?,"The spa,  clean  comfortable room with a good view.",10.0,February 2024,"February 21, 2024",Chalet,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Relaxing stay,Absolutely nothing,"We had a brilliant stay in 2 bedroom villa1 which had fabulous views of the lake/mountains and garden. Very spacious and comfortable, everything you need for a self catering stay. Short drive into town. The hot mineral pools were amazing and the guest discount was a bonus. We had a massage and facial in the on-site spa and they were the best we've ever had thank you Deleece and Brooklyn!",10.0,February 2023,"March 3, 2023",Villa,2,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
"Able to relax in hot pools and private spa, while having easy access to Lake Taupo.",,Great location including how close it was to hot spring and views of lake.  Clean and spacious cabins with a massive television and access to paid to air channels.,10.0,May 2022,"May 14, 2022",Executive Studio,1,Couple,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Exceptional,,"Very warm and cosy, alot of space in the motel rooms and beautiful view from your private patio at the back.",10.0,August 2023,"September 5, 2023",Studio,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Wonderful,"Not a big deal, more toilet paper would’ve been better.",View was great. Cabin was comfortable & plenty of room for parking.,9.0,November 2023,"November 26, 2023",Executive Studio,2,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Nice stay for an overnighter on a budget,"The cabin had an adjoining cabin on it and the guests in that cabin were very loud, could hear entire conversations and then baby crying.","Loved the comfy beds, facilities very clean and modern. Enjoyed the pools and atmosphere of the camp, loved the view of the sunset from the cabin",8.0,February 2022,"March 3, 2022",Basic Triple Room with Shared Bathroom,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Great stay! We will be back.,No,"Location, hot pools, facilities, modern room.",10.0,August 2024,"August 4, 2024",Executive Studio,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Great hotel for families traveling with kids.,That we stayed for only one night.,"Great location with good in-house facilities in the room.
The hot pool and hydro slide is too much.
Great value of money.",8.0,January 2022,"January 25, 2022",Executive Studio,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Very Good,,"View was great. Room was clean, spacious and warm. Kids loved the pools and adults loved the spa treatments. Second time staying and would definitely come back again",8.0,July 2023,"July 6, 2023",Villa,2,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Exceptional,,Great family accommodation spacious rooms and great location with lake views without all the road traffic,10.0,December 2021,"December 11, 2021",Two-Bedroom Apartment,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
A fabulous place to stay!,Nothing at all!,"The accommodation was far better than we imagined! We had an amazing view, so much space and it was so clean. We also loved being able to visit the hot pools!",10.0,November 2022,"November 22, 2022",Villa,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
"great stay, our second time here and we will be back",nothing,"We are family of 5 with teenage kids, good sized room, good facilities, great view from our room. good parking for our vehicle, quiet at night.",10.0,April 2022,"May 9, 2022",Superior Double Room,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Will definitely be back.,nothing.,"Great location, with individual units that contain everything.  Clean and warm. easy parking and the added bonus of the hot pools onsite.",10.0,June 2022,"June 22, 2022",Chalet,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Had a nice short holiday. Good for families.,Would have liked it more if cost to go to the pools was part if the cost if staying at the grounds.,Last stayed here about 15 years ago when the pools only costed $1 for guests at the grounds. Facilities have upgraded since then and are clean and convenient.,7.0,February 2022,"April 26, 2022",Deluxe Lodge,2,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Very Good,,spacious room with great cooking facilities. quiet location,8.0,February 2022,"March 7, 2022",One-Bedroom Apartment,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
great stay,nothing,A spacious cosy room with a lovely view of the lake.,10.0,October 2022,"November 1, 2022",Studio Chalet,1,Couple,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Great stay!!!,,"Great location, easy and smooth checking, clean and spacious.",10.0,December 2023,"December 25, 2023",Executive Studio,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Always a great stay,Nothing,"Stayed in the 2 bedroom cabin, always lovely and clean. Spacious beautiful views and comfortable beds. Perfect for a family",10.0,November 2023,"November 13, 2023",Villa,1,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Suited us very well,I had difficulty in trying to pay for one of my family's chalet by phone before arriving. The receptionist was obviously not trained in being able to do this. Finally settled during my stay but it spoilt the surprise planned.,"Ample rooms and facilities, quiet location",9.0,November 2021,"December 7, 2021",Villa,3,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Perfect for family vacation mostly if you have young children.,"Only toiletries provided were hand soap, toilet paper, and facial tissue.","Location, kitchenette in the room, facilities in the spa resort.

Room description says with lake view but from our room you won't really see the lake. Trees are blocking it.",8.0,October 2023,"October 1, 2023",Family Room,1,Couple,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Very Good,Would have preferred to have a front cabin with a deck.,Location was great. Close to shower facility. Loved the thermal pools was awesome. Hope to be back sometime soon.,8.0,January 2024,"January 31, 2024",Large Standard Cabin with Shared Bathroom,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
"Relaxing, enjoyable with plenty of laughter 😂🥰♥️",Nothing,"Clean and tidy, very spacious. Beautiful facilities. Amazing views",10.0,January 2024,"January 22, 2024",Executive Studio,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
Amazing stay,Nothing,Amazing room and view! Awesome facilities 🙊,10.0,October 2021,"October 22, 2021",Chalet,3,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0005506852884184147
"Family friendly environment, clean & tidy great for kids",Unfortunately I cannot fault anything about the facility as we throughly enjoyed our stay😊,"Location was great, good signage everywhere. Bathrooms clean & tidy. Very impressive rubbish/recycling area. Well lit up at night. Friendly staff👍",10.0,October 2023,"October 23, 2023",Quadruple Room with Shared Bathroom,2,Family,8.3,1,0,0,1,1,0,0,0,1,0,0.0005498465868507945
Great for a larger family stay for the $,Name of provider didn't live up to the offering (esp as the Hilton is right next door/made the mistake of thinking that was where we were staying) Condition of the driveway poor. Shower worst of our week away. staff interaction was mediocre. Thought the cost for the pool would be included or have a better discount perhaps.,"Pool being right next door. Size of the room, good option for larger families. Quite location of room",6.0,July 2023,"July 16, 2023",One-Bedroom Apartment,1,Family,8.3,1,1,0,0,0,1,0,0,1,0,0.0005498243942844963
Poor,"No service, the hotel provided just one bottle of milk of 250ml even though we had a child with us. We paid $295 for a room, and we did not get any amenities. Me, my wife and my daughter were there for leisure, but we bought everything, including shampoo, milk, etc.,  we felt it was not worth paying $295 for one day.",Just a view of the room and the size of the room was satisfactory.,3.0,November 2023,"November 20, 2023",Chalet,1,Couple,8.3,1,1,0,0,0,1,0,0,1,0,0.0005498243942844963
Bbbbb,The dressing rooms for pools were very poor. The tardiness of the young pool attendant who were very unhelpful.,"The cabin and it's clean and comfortable. 
Also it's location and Outlook.",5.0,May 2024,"June 4, 2024",Executive Studio,1,Group,8.3,1,1,0,0,0,1,0,0,1,0,0.0005498243942844963
Awesome Villa-not so clean pool toilets,The unisex toilets at the pools were actually so disgusting I wouldn't have let an animal go in there. They really really needed attention and maybe staff on duty should do a regular check of the cleanliness of them through out the day.,"Villa 3 we stayed in was clean and had the most beautiful view. Kitchen was well equipped with everything needed. Bed was a size big size and comfy. Not firm but not soft. 
Toilet and bathroom were very clean.

Kids loved the sky channels.

When we arrived the Aircon was on so made our welcome that more sweeter.",10.0,January 2022,"January 16, 2022",Villa,1,Family,8.3,1,1,0,0,0,1,0,0,1,0,0.0005498243942844963
